number_of_dependents,is_graduated,is_self_employed,annual_income,loan_amount,loan_term,credit_score,residential_assets,commercial_assets,luxury_assets,bank_assets,loan_status
2,no,yes,46000.0,184000.0,2,555,77000.0,24000.0,142000.0,42000.0,approved
5,no,no,18000.0,70000.0,18,466,26000.0,21000.0,60000.0,19000.0,rejected
3,yes,yes,32000.0,86000.0,2,427,39000.0,18000.0,71000.0,47000.0,rejected
4,no,yes,55000.0,200000.0,14,593,151000.0,27000.0,199000.0,49000.0,approved
3,yes,no,79000.0,183000.0,10,731,42000.0,34000.0,222000.0,84000.0,approved
1,yes,yes,40000.0,101000.0,16,451,70000.0,39000.0,143000.0,39000.0,rejected
3,no,yes,68000.0,169000.0,18,628,36000.0,9000.0,156000.0,49000.0,approved
1,no,no,27000.0,94000.0,18,704,53000.0,23000.0,64000.0,24000.0,approved
2,no,no,68000.0,235000.0,12,341,193000.0,118000.0,143000.0,85000.0,rejected
5,yes,no,86000.0,210000.0,8,465,117000.0,149000.0,195000.0,99000.0,rejected
4,yes,no,80000.0,301000.0,4,431,119000.0,138000.0,188000.0,115000.0,approved
1,yes,yes,37000.0,126000.0,10,424,54000.0,11000.0,142000.0,44000.0,rejected
0,yes,no,26000.0,51000.0,14,678,5000.0,12000.0,60000.0,31000.0,approved
4,yes,no,42000.0,168000.0,6,381,96000.0,38000.0,148000.0,59000.0,rejected
5,yes,yes,80000.0,280000.0,10,449,185000.0,15000.0,174000.0,39000.0,rejected
1,no,no,71000.0,235000.0,12,768,64000.0,121000.0,224000.0,73000.0,approved
0,no,no,20000.0,70000.0,6,666,0.0,12000.0,43000.0,14000.0,rejected
4,no,yes,58000.0,133000.0,14,742,161000.0,93000.0,163000.0,70000.0,approved
3,no,yes,67000.0,158000.0,4,445,105000.0,76000.0,141000.0,91000.0,rejected
2,yes,no,73000.0,287000.0,14,634,59000.0,38000.0,212000.0,108000.0,approved
4,no,no,33000.0,97000.0,14,782,25000.0,0.0,104000.0,22000.0,approved
0,yes,no,30000.0,70000.0,10,781,72000.0,6000.0,117000.0,27000.0,approved
4,no,no,79000.0,172000.0,14,318,142000.0,95000.0,232000.0,90000.0,rejected
5,no,no,76000.0,241000.0,18,721,219000.0,115000.0,229000.0,72000.0,approved
5,no,no,37000.0,98000.0,4,563,95000.0,51000.0,112000.0,30000.0,approved
2,no,no,84000.0,263000.0,4,419,229000.0,79000.0,292000.0,62000.0,approved
0,yes,yes,82000.0,208000.0,14,372,38000.0,1000.0,261000.0,52000.0,rejected
0,no,no,29000.0,95000.0,18,885,43000.0,23000.0,65000.0,35000.0,approved
1,no,yes,99000.0,384000.0,12,596,100000.0,93000.0,365000.0,68000.0,approved
0,yes,no,44000.0,141000.0,2,349,33000.0,13000.0,88000.0,62000.0,approved
3,no,yes,68000.0,269000.0,16,818,147000.0,104000.0,263000.0,73000.0,approved
2,no,no,87000.0,280000.0,12,543,169000.0,60000.0,229000.0,67000.0,rejected
3,yes,no,94000.0,219000.0,16,685,81000.0,56000.0,345000.0,50000.0,approved
3,no,yes,60000.0,125000.0,18,851,146000.0,50000.0,168000.0,50000.0,approved
0,no,yes,10000.0,40000.0,10,620,24000.0,13000.0,37000.0,11000.0,approved
3,yes,yes,9000.0,23000.0,20,611,6000.0,15000.0,19000.0,5000.0,approved
4,no,no,21000.0,77000.0,4,767,12000.0,17000.0,69000.0,13000.0,approved
5,yes,yes,11000.0,32000.0,20,592,32000.0,7000.0,35000.0,5000.0,approved
0,yes,yes,6000.0,23000.0,4,319,16000.0,8000.0,23000.0,7000.0,approved
4,no,yes,92000.0,255000.0,10,900,94000.0,105000.0,274000.0,128000.0,approved
2,no,yes,36000.0,128000.0,18,814,86000.0,41000.0,103000.0,41000.0,approved
5,no,yes,13000.0,50000.0,10,755,21000.0,22000.0,48000.0,19000.0,approved
5,yes,yes,77000.0,168000.0,20,584,86000.0,48000.0,234000.0,80000.0,approved
4,yes,yes,95000.0,235000.0,14,380,229000.0,67000.0,251000.0,73000.0,rejected
2,no,yes,50000.0,176000.0,20,465,62000.0,52000.0,165000.0,52000.0,rejected
0,no,no,5000.0,18000.0,2,531,13000.0,5000.0,19000.0,7000.0,approved
1,yes,yes,83000.0,321000.0,16,814,185000.0,27000.0,289000.0,75000.0,approved
0,yes,no,53000.0,179000.0,6,678,47000.0,39000.0,144000.0,36000.0,approved
2,no,yes,93000.0,290000.0,12,655,79000.0,68000.0,299000.0,49000.0,approved
3,no,no,23000.0,74000.0,2,682,65000.0,24000.0,76000.0,21000.0,approved
1,no,no,4000.0,13000.0,6,695,2000.0,5000.0,8000.0,1000.0,approved
3,no,no,32000.0,108000.0,4,833,26000.0,10000.0,87000.0,26000.0,approved
5,no,yes,94000.0,353000.0,16,302,41000.0,125000.0,370000.0,129000.0,rejected
1,yes,no,23000.0,66000.0,2,357,59000.0,2000.0,60000.0,22000.0,rejected
5,no,no,43000.0,145000.0,12,302,125000.0,43000.0,125000.0,51000.0,rejected
0,yes,yes,62000.0,224000.0,18,873,157000.0,66000.0,158000.0,82000.0,approved
0,no,yes,72000.0,198000.0,12,658,127000.0,81000.0,250000.0,73000.0,approved
5,yes,yes,24000.0,87000.0,18,877,28000.0,29000.0,71000.0,11000.0,approved
3,no,no,29000.0,63000.0,8,648,34000.0,34000.0,76000.0,14000.0,approved
1,yes,no,14000.0,52000.0,12,730,29000.0,0.0,37000.0,7000.0,approved
4,no,yes,22000.0,82000.0,14,737,58000.0,28000.0,82000.0,14000.0,approved
2,yes,yes,8000.0,32000.0,10,584,0.0,2000.0,21000.0,7000.0,rejected
0,yes,no,6000.0,17000.0,2,621,4000.0,4000.0,20000.0,2000.0,approved
4,yes,yes,7000.0,27000.0,16,583,11000.0,12000.0,14000.0,3000.0,approved
2,no,no,84000.0,259000.0,16,621,86000.0,134000.0,335000.0,42000.0,approved
2,no,no,71000.0,215000.0,16,610,58000.0,121000.0,142000.0,93000.0,approved
4,yes,no,54000.0,157000.0,18,452,137000.0,26000.0,165000.0,66000.0,rejected
5,yes,no,37000.0,73000.0,18,339,93000.0,1000.0,139000.0,53000.0,rejected
3,yes,yes,52000.0,152000.0,16,650,13000.0,57000.0,135000.0,41000.0,approved
4,no,yes,2000.0,7000.0,10,672,2000.0,2000.0,3000.0,3000.0,approved
3,yes,no,5000.0,10000.0,20,501,8000.0,8000.0,9000.0,2000.0,rejected
2,no,yes,18000.0,57000.0,4,809,12000.0,19000.0,63000.0,24000.0,approved
5,yes,yes,92000.0,294000.0,8,318,180000.0,59000.0,338000.0,54000.0,rejected
4,no,no,9000.0,33000.0,10,649,0.0,4000.0,18000.0,12000.0,approved
3,no,no,75000.0,283000.0,12,367,92000.0,113000.0,227000.0,70000.0,rejected
5,no,no,30000.0,118000.0,6,847,82000.0,22000.0,71000.0,23000.0,approved
5,yes,no,71000.0,189000.0,12,360,107000.0,11000.0,198000.0,85000.0,rejected
1,yes,yes,35000.0,72000.0,2,865,41000.0,32000.0,119000.0,42000.0,approved
4,no,no,49000.0,188000.0,16,880,42000.0,47000.0,132000.0,26000.0,approved
1,yes,no,41000.0,84000.0,20,608,14000.0,80000.0,100000.0,44000.0,approved
0,yes,yes,8000.0,21000.0,6,760,3000.0,1000.0,16000.0,6000.0,approved
3,yes,yes,17000.0,46000.0,12,385,15000.0,13000.0,52000.0,17000.0,rejected
0,yes,yes,61000.0,233000.0,12,478,38000.0,23000.0,177000.0,49000.0,rejected
1,yes,yes,21000.0,77000.0,16,327,50000.0,5000.0,47000.0,23000.0,rejected
0,yes,no,31000.0,93000.0,6,663,13000.0,14000.0,81000.0,38000.0,approved
2,no,yes,17000.0,35000.0,20,693,22000.0,14000.0,48000.0,17000.0,approved
3,yes,no,17000.0,54000.0,6,710,48000.0,7000.0,58000.0,17000.0,approved
4,no,yes,40000.0,145000.0,6,711,24000.0,57000.0,109000.0,41000.0,approved
5,yes,no,56000.0,184000.0,8,386,113000.0,67000.0,113000.0,56000.0,rejected
4,yes,yes,39000.0,119000.0,10,855,102000.0,40000.0,102000.0,28000.0,approved
4,yes,yes,61000.0,153000.0,14,573,11000.0,99000.0,133000.0,84000.0,approved
0,yes,yes,11000.0,28000.0,18,431,5000.0,3000.0,43000.0,14000.0,rejected
2,yes,no,55000.0,148000.0,8,364,130000.0,45000.0,126000.0,45000.0,rejected
4,yes,yes,11000.0,36000.0,14,711,25000.0,5000.0,36000.0,6000.0,approved
4,no,yes,4000.0,9000.0,20,771,10000.0,5000.0,16000.0,5000.0,approved
3,yes,no,92000.0,364000.0,18,669,31000.0,127000.0,309000.0,123000.0,approved
4,no,yes,93000.0,275000.0,18,338,215000.0,5000.0,349000.0,66000.0,rejected
1,yes,no,11000.0,35000.0,8,562,23000.0,12000.0,32000.0,5000.0,approved
3,no,no,56000.0,187000.0,2,769,80000.0,82000.0,173000.0,48000.0,approved
0,yes,yes,63000.0,215000.0,8,629,6000.0,34000.0,220000.0,52000.0,approved
3,yes,no,88000.0,181000.0,6,699,64000.0,21000.0,185000.0,94000.0,approved
0,no,no,84000.0,208000.0,20,590,51000.0,89000.0,321000.0,108000.0,approved
3,yes,yes,16000.0,57000.0,4,707,33000.0,27000.0,62000.0,23000.0,approved
3,no,yes,45000.0,114000.0,8,391,85000.0,68000.0,99000.0,45000.0,rejected
5,no,no,65000.0,185000.0,4,891,136000.0,33000.0,236000.0,71000.0,approved
3,yes,yes,95000.0,206000.0,2,731,134000.0,38000.0,207000.0,92000.0,approved
3,no,no,47000.0,167000.0,12,775,40000.0,17000.0,173000.0,35000.0,approved
5,yes,yes,96000.0,324000.0,2,897,35000.0,154000.0,268000.0,62000.0,approved
5,yes,no,80000.0,267000.0,20,794,80000.0,147000.0,299000.0,78000.0,approved
2,yes,no,77000.0,167000.0,6,555,129000.0,29000.0,181000.0,85000.0,approved
1,no,yes,36000.0,103000.0,12,536,68000.0,5000.0,122000.0,27000.0,rejected
2,no,no,7000.0,17000.0,10,839,1000.0,7000.0,20000.0,9000.0,approved
0,yes,yes,14000.0,51000.0,6,890,41000.0,19000.0,52000.0,19000.0,approved
1,yes,yes,86000.0,279000.0,20,415,122000.0,148000.0,271000.0,79000.0,rejected
4,yes,no,47000.0,157000.0,4,868,33000.0,25000.0,138000.0,48000.0,approved
3,yes,yes,29000.0,58000.0,12,353,84000.0,26000.0,101000.0,31000.0,rejected
4,no,no,90000.0,290000.0,16,590,46000.0,156000.0,292000.0,123000.0,approved
5,yes,yes,5000.0,9000.0,18,618,14000.0,6000.0,12000.0,4000.0,approved
2,no,yes,7000.0,17000.0,10,539,14000.0,10000.0,19000.0,9000.0,rejected
0,yes,no,68000.0,270000.0,4,429,171000.0,76000.0,214000.0,94000.0,approved
2,yes,no,18000.0,47000.0,8,792,45000.0,12000.0,41000.0,22000.0,approved
0,no,no,60000.0,124000.0,2,608,30000.0,21000.0,179000.0,68000.0,approved
4,yes,yes,54000.0,215000.0,14,555,43000.0,15000.0,143000.0,75000.0,approved
5,yes,yes,84000.0,175000.0,12,620,153000.0,136000.0,260000.0,58000.0,approved
0,yes,no,74000.0,209000.0,6,635,156000.0,140000.0,210000.0,72000.0,approved
2,yes,no,32000.0,125000.0,10,457,61000.0,20000.0,82000.0,43000.0,rejected
1,yes,yes,54000.0,214000.0,8,350,26000.0,10000.0,197000.0,68000.0,rejected
5,yes,yes,10000.0,25000.0,14,885,22000.0,1000.0,23000.0,11000.0,approved
0,yes,no,44000.0,147000.0,16,638,40000.0,27000.0,144000.0,27000.0,approved
1,yes,yes,38000.0,105000.0,12,710,18000.0,62000.0,125000.0,25000.0,approved
3,no,yes,61000.0,209000.0,18,470,5000.0,85000.0,180000.0,75000.0,rejected
5,no,yes,55000.0,173000.0,16,874,10000.0,29000.0,137000.0,79000.0,approved
5,no,yes,5000.0,18000.0,18,411,10000.0,5000.0,13000.0,2000.0,rejected
0,no,yes,3000.0,11000.0,2,482,2000.0,1000.0,11000.0,4000.0,approved
1,yes,yes,62000.0,169000.0,2,396,106000.0,75000.0,237000.0,76000.0,rejected
0,no,no,3000.0,9000.0,20,436,0.0,4000.0,6000.0,2000.0,rejected
0,no,yes,69000.0,221000.0,20,303,136000.0,46000.0,220000.0,69000.0,rejected
4,yes,no,37000.0,114000.0,12,728,42000.0,58000.0,73000.0,23000.0,approved
3,no,yes,88000.0,286000.0,10,775,52000.0,50000.0,320000.0,96000.0,approved
5,yes,yes,82000.0,235000.0,12,402,151000.0,15000.0,243000.0,58000.0,rejected
1,no,yes,92000.0,315000.0,18,698,53000.0,61000.0,204000.0,83000.0,approved
0,no,no,24000.0,78000.0,14,665,52000.0,29000.0,62000.0,29000.0,approved
4,no,no,41000.0,135000.0,18,490,47000.0,62000.0,139000.0,20000.0,rejected
1,yes,no,80000.0,319000.0,12,504,238000.0,15000.0,221000.0,60000.0,rejected
3,no,yes,36000.0,86000.0,8,790,54000.0,59000.0,98000.0,52000.0,approved
1,no,yes,7000.0,27000.0,20,669,1000.0,10000.0,26000.0,5000.0,approved
4,no,no,83000.0,307000.0,6,381,217000.0,23000.0,267000.0,46000.0,rejected
0,yes,yes,53000.0,150000.0,2,900,17000.0,21000.0,210000.0,58000.0,approved
4,yes,no,83000.0,249000.0,16,506,154000.0,56000.0,267000.0,70000.0,rejected
3,no,yes,25000.0,88000.0,12,538,49000.0,18000.0,91000.0,33000.0,rejected
3,yes,yes,54000.0,144000.0,8,677,110000.0,79000.0,208000.0,31000.0,approved
4,yes,no,16000.0,49000.0,8,685,32000.0,20000.0,38000.0,15000.0,approved
2,no,no,24000.0,62000.0,12,860,49000.0,37000.0,95000.0,11000.0,approved
5,no,no,63000.0,148000.0,6,608,161000.0,105000.0,218000.0,54000.0,approved
4,yes,yes,25000.0,53000.0,10,540,23000.0,28000.0,71000.0,17000.0,rejected
0,yes,yes,75000.0,168000.0,16,492,215000.0,48000.0,254000.0,111000.0,rejected
3,no,no,29000.0,85000.0,14,834,12000.0,45000.0,88000.0,18000.0,approved
3,yes,yes,10000.0,35000.0,16,834,8000.0,17000.0,30000.0,7000.0,approved
2,yes,yes,86000.0,288000.0,8,890,233000.0,59000.0,212000.0,72000.0,approved
1,no,no,3000.0,11000.0,12,443,6000.0,4000.0,12000.0,2000.0,rejected
5,no,no,23000.0,57000.0,18,329,56000.0,33000.0,49000.0,27000.0,rejected
2,no,yes,24000.0,54000.0,12,739,3000.0,25000.0,50000.0,30000.0,approved
5,yes,yes,98000.0,303000.0,6,867,208000.0,160000.0,302000.0,76000.0,approved
2,no,no,81000.0,248000.0,6,307,2000.0,40000.0,311000.0,105000.0,rejected
3,yes,no,67000.0,155000.0,18,492,21000.0,20000.0,263000.0,94000.0,rejected
1,no,yes,84000.0,247000.0,18,698,230000.0,132000.0,327000.0,122000.0,approved
2,yes,no,2000.0,7000.0,8,851,4000.0,2000.0,8000.0,2000.0,approved
2,yes,no,47000.0,125000.0,14,375,13000.0,63000.0,101000.0,54000.0,rejected
0,yes,yes,43000.0,143000.0,14,601,38000.0,9000.0,167000.0,57000.0,approved
4,no,no,22000.0,70000.0,20,756,36000.0,39000.0,57000.0,12000.0,approved
4,yes,yes,86000.0,192000.0,4,868,204000.0,15000.0,328000.0,93000.0,approved
4,yes,yes,20000.0,72000.0,10,838,25000.0,3000.0,76000.0,10000.0,approved
4,no,yes,42000.0,159000.0,14,375,72000.0,79000.0,162000.0,30000.0,rejected
0,no,yes,51000.0,125000.0,18,778,33000.0,10000.0,148000.0,32000.0,approved
2,yes,yes,41000.0,112000.0,6,442,122000.0,41000.0,100000.0,45000.0,rejected
1,yes,yes,99000.0,395000.0,12,808,118000.0,37000.0,302000.0,135000.0,approved
1,no,yes,32000.0,90000.0,20,372,27000.0,28000.0,72000.0,38000.0,rejected
2,yes,no,55000.0,190000.0,4,597,11000.0,40000.0,187000.0,53000.0,approved
0,yes,yes,78000.0,291000.0,20,435,211000.0,130000.0,173000.0,97000.0,rejected
3,yes,yes,34000.0,97000.0,20,728,15000.0,15000.0,73000.0,24000.0,approved
4,yes,yes,79000.0,259000.0,14,373,109000.0,143000.0,277000.0,76000.0,rejected
3,yes,yes,89000.0,185000.0,10,367,61000.0,0.0,320000.0,103000.0,rejected
2,yes,no,73000.0,191000.0,14,552,20000.0,134000.0,168000.0,40000.0,approved
4,no,yes,33000.0,106000.0,8,465,5000.0,44000.0,73000.0,28000.0,rejected
4,yes,yes,29000.0,105000.0,8,607,44000.0,55000.0,76000.0,38000.0,approved
2,yes,yes,5000.0,13000.0,4,427,14000.0,5000.0,18000.0,6000.0,rejected
3,no,no,72000.0,212000.0,4,711,108000.0,42000.0,249000.0,57000.0,approved
3,no,no,83000.0,241000.0,14,823,59000.0,7000.0,240000.0,77000.0,approved
1,no,yes,87000.0,205000.0,6,523,193000.0,65000.0,237000.0,48000.0,rejected
4,no,yes,71000.0,279000.0,10,328,90000.0,134000.0,265000.0,77000.0,rejected
3,yes,yes,98000.0,282000.0,12,721,158000.0,65000.0,219000.0,96000.0,approved
0,yes,yes,69000.0,170000.0,20,599,181000.0,94000.0,266000.0,43000.0,approved
0,no,no,24000.0,50000.0,14,580,59000.0,44000.0,55000.0,32000.0,approved
1,no,yes,21000.0,49000.0,10,744,2000.0,20000.0,54000.0,10000.0,approved
2,yes,yes,72000.0,239000.0,4,559,42000.0,122000.0,178000.0,108000.0,approved
2,yes,no,46000.0,135000.0,16,587,77000.0,59000.0,106000.0,50000.0,approved
5,yes,yes,99000.0,318000.0,18,817,234000.0,7000.0,326000.0,115000.0,approved
4,no,yes,3000.0,10000.0,20,655,0.0,1000.0,11000.0,4000.0,approved
5,yes,yes,69000.0,239000.0,6,382,171000.0,69000.0,215000.0,89000.0,rejected
2,yes,yes,17000.0,43000.0,6,765,50000.0,15000.0,34000.0,9000.0,approved
2,yes,yes,44000.0,100000.0,20,516,74000.0,76000.0,122000.0,51000.0,rejected
4,no,yes,43000.0,150000.0,8,383,47000.0,1000.0,90000.0,49000.0,rejected
2,no,no,37000.0,141000.0,6,633,8000.0,2000.0,113000.0,34000.0,approved
1,yes,no,59000.0,152000.0,2,547,171000.0,20000.0,147000.0,36000.0,rejected
5,no,yes,86000.0,263000.0,10,843,233000.0,98000.0,181000.0,113000.0,approved
3,no,yes,34000.0,132000.0,8,783,65000.0,3000.0,130000.0,49000.0,approved
3,no,yes,10000.0,32000.0,14,790,19000.0,1000.0,36000.0,11000.0,approved
1,no,yes,44000.0,142000.0,16,409,127000.0,13000.0,126000.0,45000.0,rejected
0,no,no,36000.0,78000.0,14,376,98000.0,69000.0,119000.0,30000.0,rejected
3,no,no,14000.0,27000.0,8,625,31000.0,18000.0,34000.0,10000.0,approved
0,no,no,53000.0,109000.0,18,707,129000.0,26000.0,127000.0,76000.0,approved
3,yes,yes,94000.0,205000.0,6,645,174000.0,130000.0,245000.0,102000.0,approved
4,no,yes,66000.0,221000.0,6,887,36000.0,35000.0,198000.0,47000.0,approved
5,yes,no,98000.0,376000.0,18,319,192000.0,51000.0,199000.0,51000.0,rejected
1,no,no,19000.0,49000.0,20,647,41000.0,21000.0,68000.0,17000.0,approved
2,no,yes,58000.0,225000.0,6,888,119000.0,26000.0,171000.0,48000.0,approved
2,no,no,31000.0,104000.0,10,420,69000.0,59000.0,100000.0,35000.0,rejected
0,yes,no,68000.0,184000.0,2,791,40000.0,9000.0,202000.0,99000.0,approved
5,no,no,46000.0,162000.0,12,891,59000.0,12000.0,108000.0,37000.0,approved
2,no,yes,2000.0,7000.0,16,641,6000.0,2000.0,6000.0,1000.0,approved
5,no,yes,62000.0,222000.0,20,819,135000.0,66000.0,217000.0,87000.0,approved
4,no,yes,97000.0,323000.0,18,387,116000.0,143000.0,200000.0,54000.0,rejected
5,yes,yes,42000.0,123000.0,2,686,105000.0,2000.0,156000.0,42000.0,approved
1,yes,yes,57000.0,120000.0,4,415,157000.0,9000.0,173000.0,74000.0,rejected
2,yes,yes,2000.0,5000.0,6,885,-1000.0,0.0,3000.0,2000.0,rejected
4,yes,no,80000.0,255000.0,4,722,172000.0,139000.0,262000.0,49000.0,approved
4,yes,no,52000.0,204000.0,20,761,47000.0,16000.0,143000.0,62000.0,approved
1,yes,yes,71000.0,152000.0,8,389,59000.0,9000.0,243000.0,59000.0,rejected
1,yes,yes,93000.0,279000.0,12,600,21000.0,42000.0,290000.0,66000.0,approved
5,yes,no,20000.0,61000.0,2,407,19000.0,19000.0,46000.0,20000.0,approved
3,yes,yes,39000.0,140000.0,18,829,52000.0,40000.0,116000.0,27000.0,approved
2,no,no,28000.0,59000.0,6,895,10000.0,39000.0,109000.0,15000.0,approved
5,yes,yes,30000.0,111000.0,12,441,85000.0,25000.0,73000.0,20000.0,rejected
4,no,no,45000.0,98000.0,16,895,98000.0,82000.0,139000.0,55000.0,approved
4,yes,no,19000.0,43000.0,4,826,24000.0,0.0,70000.0,9000.0,approved
1,yes,no,23000.0,72000.0,8,453,30000.0,21000.0,81000.0,34000.0,rejected
0,yes,no,47000.0,175000.0,2,701,54000.0,23000.0,117000.0,70000.0,approved
2,no,yes,13000.0,27000.0,8,627,1000.0,3000.0,26000.0,13000.0,approved
3,yes,no,31000.0,110000.0,2,543,59000.0,22000.0,90000.0,24000.0,approved
0,yes,no,84000.0,175000.0,18,411,132000.0,53000.0,313000.0,104000.0,rejected
5,yes,yes,17000.0,58000.0,4,583,20000.0,18000.0,60000.0,23000.0,approved
2,no,no,19000.0,75000.0,2,889,6000.0,11000.0,71000.0,26000.0,approved
3,no,no,24000.0,86000.0,8,684,34000.0,24000.0,62000.0,16000.0,approved
5,yes,no,68000.0,205000.0,10,578,5000.0,118000.0,272000.0,34000.0,approved
1,yes,no,29000.0,109000.0,20,445,66000.0,28000.0,93000.0,26000.0,rejected
1,no,no,88000.0,222000.0,18,794,84000.0,119000.0,210000.0,105000.0,approved
0,yes,yes,82000.0,192000.0,16,492,165000.0,92000.0,200000.0,72000.0,rejected
3,no,yes,36000.0,132000.0,16,557,98000.0,40000.0,99000.0,21000.0,approved
4,yes,yes,95000.0,318000.0,6,519,59000.0,13000.0,284000.0,122000.0,rejected
0,no,yes,19000.0,57000.0,18,699,55000.0,2000.0,65000.0,20000.0,approved
3,no,yes,91000.0,246000.0,2,741,80000.0,40000.0,355000.0,136000.0,approved
5,yes,no,11000.0,38000.0,18,508,2000.0,18000.0,23000.0,9000.0,rejected
5,no,yes,11000.0,28000.0,10,647,27000.0,20000.0,43000.0,14000.0,approved
1,yes,no,93000.0,286000.0,14,656,173000.0,91000.0,274000.0,125000.0,approved
4,yes,yes,39000.0,106000.0,2,439,3000.0,76000.0,148000.0,25000.0,rejected
5,no,yes,15000.0,40000.0,12,350,29000.0,19000.0,44000.0,12000.0,rejected
5,yes,no,8000.0,22000.0,6,493,9000.0,5000.0,28000.0,10000.0,rejected
4,yes,no,6000.0,18000.0,6,851,1000.0,11000.0,21000.0,8000.0,approved
2,yes,no,44000.0,125000.0,18,492,79000.0,12000.0,101000.0,27000.0,rejected
4,yes,yes,27000.0,54000.0,6,861,63000.0,24000.0,67000.0,27000.0,approved
3,no,yes,62000.0,146000.0,2,664,183000.0,84000.0,168000.0,66000.0,approved
5,yes,yes,7000.0,13000.0,16,362,21000.0,13000.0,20000.0,10000.0,rejected
0,yes,no,34000.0,94000.0,6,703,6000.0,60000.0,86000.0,26000.0,approved
1,no,yes,49000.0,168000.0,12,758,17000.0,27000.0,111000.0,59000.0,approved
3,no,yes,42000.0,97000.0,2,396,7000.0,82000.0,86000.0,43000.0,rejected
0,yes,yes,53000.0,106000.0,2,828,81000.0,67000.0,174000.0,58000.0,approved
5,yes,yes,37000.0,100000.0,20,709,80000.0,8000.0,120000.0,22000.0,approved
4,no,yes,56000.0,175000.0,10,528,142000.0,23000.0,121000.0,72000.0,rejected
2,yes,yes,43000.0,160000.0,14,623,98000.0,67000.0,170000.0,45000.0,approved
4,no,yes,71000.0,245000.0,14,599,91000.0,70000.0,204000.0,68000.0,approved
4,yes,yes,54000.0,127000.0,4,622,110000.0,33000.0,151000.0,65000.0,approved
0,no,no,60000.0,131000.0,6,385,166000.0,76000.0,220000.0,74000.0,rejected
4,yes,yes,41000.0,125000.0,2,579,109000.0,72000.0,122000.0,20000.0,approved
4,no,no,83000.0,179000.0,20,846,127000.0,13000.0,268000.0,122000.0,approved
3,yes,no,81000.0,239000.0,10,449,71000.0,61000.0,283000.0,89000.0,rejected
1,no,no,72000.0,249000.0,14,666,36000.0,116000.0,166000.0,58000.0,approved
5,yes,no,72000.0,175000.0,4,380,23000.0,4000.0,175000.0,62000.0,rejected
2,yes,yes,35000.0,81000.0,4,589,38000.0,67000.0,125000.0,27000.0,approved
1,yes,no,62000.0,195000.0,12,845,91000.0,29000.0,153000.0,40000.0,approved
3,no,no,52000.0,173000.0,10,401,26000.0,14000.0,127000.0,64000.0,rejected
0,no,no,45000.0,145000.0,2,766,61000.0,84000.0,172000.0,66000.0,approved
5,no,no,54000.0,151000.0,12,522,52000.0,47000.0,139000.0,57000.0,rejected
3,no,yes,20000.0,69000.0,6,834,22000.0,28000.0,64000.0,30000.0,approved
3,yes,no,89000.0,254000.0,8,588,194000.0,121000.0,188000.0,45000.0,approved
2,yes,no,50000.0,106000.0,4,570,119000.0,9000.0,148000.0,71000.0,approved
2,yes,no,49000.0,176000.0,6,860,136000.0,75000.0,127000.0,56000.0,approved
4,yes,yes,53000.0,192000.0,4,655,142000.0,69000.0,178000.0,39000.0,approved
3,no,yes,85000.0,277000.0,4,457,36000.0,4000.0,189000.0,52000.0,approved
5,yes,yes,7000.0,21000.0,14,863,1000.0,12000.0,27000.0,6000.0,approved
